,NAME,state,place,H011001,H011004,% Renters
24701,"Broadway town, North Carolina",37,8080,1227,293,0.238793806
24702,"Brogden CDP, North Carolina",37,8110,2630,859,0.32661597
24703,"Buies Creek CDP, North Carolina",37,8760,1193,761,0.637887678
24704,"Brookford town, North Carolina",37,8140,382,191,0.5
24705,"Brunswick town, North Carolina",37,8420,428,211,0.492990654
24706,"Bryson City town, North Carolina",37,8480,1336,629,0.470808383
24707,"Bunn town, North Carolina",37,8860,344,159,0.462209302
24708,"Bunnlevel CDP, North Carolina",37,8880,552,185,0.335144928
24709,"Burgaw town, North Carolina",37,8960,2936,1513,0.515326975
24710,"Burlington city, North Carolina",37,9060,49057,21603,0.440365289
24711,"Burnsville town, North Carolina",37,9140,1537,750,0.487963565
24712,"Butner town, North Carolina",37,9360,7078,2130,0.300932467
24713,"Calabash town, North Carolina",37,9540,1786,629,0.352183651
24714,"Butters CDP, North Carolina",37,9380,294,58,0.197278912
24715,"Buxton CDP, North Carolina",37,9400,1273,441,0.346425766
24716,"Cajah's Mountain town, North Carolina",37,9530,2823,711,0.251859724
24717,"Calypso town, North Carolina",37,9760,536,200,0.373134328
24718,"Camden CDP, North Carolina",37,9780,599,225,0.375626043
24719,"Cameron town, North Carolina",37,9800,285,50,0.175438596
24720,"Demorest city, Georgia",13,22304,1389,628,0.45212383
24721,"Denton city, Georgia",13,22388,250,49,0.196
24722,"Dock Junction CDP, Georgia",13,23200,7713,3813,0.494360171
24723,"Eustis city, Florida",12,21350,18224,6090,0.334174715
24724,"De Soto city, Georgia",13,22472,195,57,0.292307692
24725,"Dewy Rose CDP, Georgia",13,22724,154,61,0.396103896
24726,"Dexter town, Georgia",13,22752,575,180,0.313043478
24727,"Dillard city, Georgia",13,22976,339,151,0.445427729
24728,"Doerun city, Georgia",13,23284,774,316,0.408268734
24729,"Donalsonville city, Georgia",13,23368,2550,973,0.381568627
24730,"Dooling town, Georgia",13,23480,154,45,0.292207792
24731,"Doraville city, Georgia",13,23536,8308,4481,0.539359653
24732,"Douglas city, Georgia",13,23872,10832,4988,0.460487445
24733,"Dudley city, Georgia",13,24488,555,95,0.171171171
24734,"Douglasville city, Georgia",13,23900,30024,14225,0.473787637
24735,"Druid Hills CDP, Georgia",13,24264,10528,4149,0.394091945
24736,"Dublin city, Georgia",13,24376,15404,8264,0.53648403
24737,"Duluth city, Georgia",13,24600,26566,11289,0.424941655
24738,"Dunwoody city, Georgia",13,24768,46113,19010,0.412248173
24739,"Du Pont town, Georgia",13,24796,120,20,0.166666667
24740,"Dutch Island CDP, Georgia",13,24876,1257,25,0.019888624
24741,"Eagle Grove CDP, Georgia",13,24964,164,24,0.146341463
24742,"Clermont town, Georgia",13,16796,875,206,0.235428571
24743,"East Dublin city, Georgia",13,25300,2441,1361,0.557558378
24744,"East Ellijay city, Georgia",13,25356,546,319,0.584249084
24745,"East Point city, Georgia",13,25720,33292,18284,0.549201009
24746,"East Newnan CDP, Georgia",13,25692,1321,751,0.568508706
24747,"East Griffin CDP, Georgia",13,25440,1444,811,0.561634349
24748,"Eastman city, Georgia",13,25552,4680,2316,0.494871795
24749,"Eatonton city, Georgia",13,26084,6320,2421,0.38306962
24750,"Edge Hill city, Georgia",13,26224,24,2,0.083333333
24751,"Edison city, Georgia",13,26448,1483,717,0.483479434
24752,"Elberton city, Georgia",13,26616,4547,2176,0.478557291
24753,"Ellaville city, Georgia",13,26980,1812,765,0.42218543
24754,"Ellenton town, Georgia",13,27008,281,98,0.348754448
24755,"Enigma town, Georgia",13,27596,1278,695,0.543818466
24756,"Ellijay city, Georgia",13,27092,1518,1039,0.684453228
24757,"Emerson city, Georgia",13,27344,1460,361,0.247260274
24758,"Empire CDP, Georgia",13,27512,393,94,0.239185751
24759,"Ephesus city, Georgia",13,27708,427,122,0.285714286
24760,"Epworth CDP, Georgia",13,27736,480,125,0.260416667
24761,"Eton city, Georgia",13,27932,910,267,0.293406593
24762,"Euharlee city, Georgia",13,27988,4136,843,0.203820116
24763,"Evans CDP, Georgia",13,28044,28763,3988,0.138650349
24764,"Experiment CDP, Georgia",13,28296,2827,1515,0.535903785
24765,"Fairview CDP, Georgia",13,28632,6769,1535,0.226769094
24766,"Fairburn city, Georgia",13,28380,12853,4837,0.376332374
24767,"Fairmount city, Georgia",13,28492,720,280,0.388888889
24768,"Fair Oaks CDP, Georgia",13,28520,8200,5500,0.670731707
24769,"Fargo city, Georgia",13,28744,321,55,0.171339564
24770,"Fayetteville city, Georgia",13,28968,15533,3999,0.257451877
24771,"Fitzgerald city, Georgia",13,29528,8745,4419,0.505317324
24772,"Flemington city, Georgia",13,30088,743,193,0.259757739
24773,"Beach Park village, Illinois",17,4303,13497,1894,0.14032748
24774,"Batchtown village, Illinois",17,4117,214,38,0.177570093
24775,"Baylis village, Illinois",17,4247,205,48,0.234146341
24776,"Beardstown city, Illinois",17,4351,5988,2311,0.385938544
24777,"Beason CDP, Illinois",17,4403,189,40,0.211640212
24778,"Beaverville village, Illinois",17,4507,362,72,0.198895028
24779,"Beckemeyer village, Illinois",17,4533,1040,187,0.179807692
24780,"Bedford Park village, Illinois",17,4572,580,33,0.056896552
24781,"Belle Prairie City town, Illinois",17,4793,54,4,0.074074074
24782,"Bath village, Illinois",17,4156,333,94,0.282282282
24783,"Beecher village, Illinois",17,4585,4249,504,0.118616145
24784,"Beecher City village, Illinois",17,4598,463,163,0.352051836
24785,"Belgium village, Illinois",17,4689,404,115,0.284653465
24786,"Belknap village, Illinois",17,4715,104,7,0.067307692
24787,"Belle Rive village, Illinois",17,4806,361,63,0.174515235
24788,"Dryville CDP, Pennsylvania",42,20096,398,62,0.155778894
24789,"Drexel Hill CDP, Pennsylvania",42,19920,27964,6634,0.237233586
24790,"Driftwood borough, Pennsylvania",42,19976,67,3,0.044776119
24791,"Dry Tavern CDP, Pennsylvania",42,20080,697,89,0.1276901
24792,"Dublin borough, Pennsylvania",42,20104,2138,932,0.435921422
24793,"DuBois city, Pennsylvania",42,20136,7728,3013,0.389880952
24794,"Duboistown borough, Pennsylvania",42,20144,1201,252,0.209825146
24795,"Dudley borough, Pennsylvania",42,20152,184,29,0.157608696
24796,"Dunbar borough, Pennsylvania",42,20216,1042,253,0.242802303
24797,"Duncannon borough, Pennsylvania",42,20240,1522,601,0.394875164
24798,"Dunmore borough, Pennsylvania",42,20352,13104,4428,0.337912088
24799,"Duncansville borough, Pennsylvania",42,20248,1233,434,0.351987024
24800,"Dunlevy borough, Pennsylvania",42,20328,381,85,0.223097113
24801,"Dunlo CDP, Pennsylvania",42,20336,342,45,0.131578947
24802,"Dunnstown CDP, Pennsylvania",42,20416,1360,193,0.141911765
24803,"Dupont borough, Pennsylvania",42,20424,2708,633,0.233751846
24804,"Duquesne city, Pennsylvania",42,20432,5522,3032,0.549076422
24805,"Duryea borough, Pennsylvania",42,20512,4917,1081,0.219849502
24806,"Dushore borough, Pennsylvania",42,20528,608,295,0.485197368
24807,"Eagle Lake CDP, Pennsylvania",42,20634,12,0,0
24808,"Eagles Mere borough, Pennsylvania",42,20648,120,8,0.066666667
24809,"Prospect Park CDP, Pennsylvania",42,62784,327,52,0.159021407
24810,"Prospect Park borough, Pennsylvania",42,62792,6282,1811,0.288283986
24811,"Punxsutawney borough, Pennsylvania",42,62920,5714,2261,0.395694785
24812,"Quakertown borough, Pennsylvania",42,63048,8741,2953,0.3378332
24813,"Eagleview CDP, Pennsylvania",42,20662,1644,469,0.285279805
24814,"Eagleville CDP (Centre County), Pennsylvania",42,20664,324,20,0.061728395
24815,"Pymatuning Central CDP, Pennsylvania",42,63009,2269,266,0.117232261
24816,"Pymatuning North CDP, Pennsylvania",42,63011,311,58,0.186495177
24817,"Pymatuning South CDP, Pennsylvania",42,63013,479,91,0.189979123
24818,"Quarryville borough, Pennsylvania",42,63064,2576,930,0.361024845
24819,"Queens Gate CDP, Pennsylvania",42,63116,1464,1032,0.704918033
24820,"Quentin CDP, Pennsylvania",42,63160,594,94,0.158249158
24821,"Railroad borough, Pennsylvania",42,63288,278,106,0.381294964
24822,"Rainsburg borough, Pennsylvania",42,63312,133,22,0.165413534
24823,"Ramblewood CDP, Pennsylvania",42,63349,849,30,0.035335689
24824,"Raubsville CDP, Pennsylvania",42,63488,1088,118,0.108455882
24825,"Ramey borough, Pennsylvania",42,63360,451,69,0.152993348
24826,"Rankin borough, Pennsylvania",42,63408,2115,1425,0.673758865
24827,"Ranshaw CDP, Pennsylvania",42,63416,510,139,0.27254902
24828,"Rauchtown CDP, Pennsylvania",42,63496,726,96,0.132231405
24829,"Ravine CDP, Pennsylvania",42,63536,662,149,0.225075529
24830,"Red Hill borough, Pennsylvania",42,63808,2383,619,0.259756609
24831,"Reading city, Pennsylvania",42,63624,85537,48148,0.562890913
24832,"Reamstown CDP, Pennsylvania",42,63664,3361,620,0.184468908
24833,"Rebersburg CDP, Pennsylvania",42,63688,494,107,0.21659919
24834,"Red Lion borough, Pennsylvania",42,63840,6364,2450,0.384978001
24835,"Reiffton CDP, Pennsylvania",42,64072,4059,249,0.061345159
24836,"Reedsville CDP, Pennsylvania",42,63976,641,185,0.288611544
24837,"Refton CDP, Pennsylvania",42,64032,298,54,0.181208054
24838,"Rehrersburg CDP, Pennsylvania",42,64056,319,106,0.332288401
24839,"Reinerton CDP, Pennsylvania",42,64104,424,63,0.148584906
24840,"Reinholds CDP, Pennsylvania",42,64112,1803,194,0.107598447
24841,"Rennerdale CDP, Pennsylvania",42,64184,1150,50,0.043478261
24842,"Renningers CDP, Pennsylvania",42,64188,574,60,0.104529617
24843,"Renovo borough, Pennsylvania",42,64200,1228,480,0.390879479
24844,"Republic CDP, Pennsylvania",42,64224,1096,370,0.337591241
24845,"Revloc CDP, Pennsylvania",42,64288,570,118,0.207017544
24846,"Rheems CDP, Pennsylvania",42,64392,1523,286,0.187787262
24847,"Rew CDP, Pennsylvania",42,64296,199,22,0.110552764
24848,"Reynolds Heights CDP, Pennsylvania",42,64368,2055,678,0.329927007
24849,"Reynoldsville borough, Pennsylvania",42,64376,2755,1028,0.373139746
24850,"Rices Landing borough, Pennsylvania",42,64432,452,57,0.126106195
24851,"Riceville CDP, Pennsylvania",42,64440,68,13,0.191176471
24852,"Swan city, Iowa",19,76665,72,18,0.25
24853,"Swisher city, Iowa",19,76890,879,109,0.124004551
24854,"Tabor city, Iowa",19,76935,980,301,0.307142857
24855,"Tama city, Iowa",19,77115,2822,881,0.312189936
24856,"Templeton city, Iowa",19,77340,362,31,0.085635359
24857,"Tennant city, Iowa",19,77430,68,4,0.058823529
24858,"Terril city, Iowa",19,77520,367,68,0.185286104
24859,"Thornburg city, Iowa",19,77835,67,5,0.074626866
24860,"Thayer city, Iowa",19,77565,59,3,0.050847458
24861,"Thompson city, Iowa",19,77745,502,109,0.217131474
24862,"Thor city, Iowa",19,77790,186,43,0.231182796
24863,"Thornton city, Iowa",19,77880,422,96,0.227488152
24864,"Thurman city, Iowa",19,77970,229,54,0.23580786
24865,"Tiffin city, Iowa",19,78060,1947,501,0.257318952
24866,"Tingley city, Iowa",19,78195,184,46,0.25
24867,"Tipton city, Iowa",19,78285,3136,739,0.23565051
24868,"Titonka city, Iowa",19,78330,443,55,0.124153499
24869,"Clinton city, Kentucky",21,15742,1176,436,0.370748299
24870,"Cloverport city, Kentucky",21,15904,1152,394,0.342013889
24871,"Coal Run Village city, Kentucky",21,16110,1706,355,0.208089097
24872,"Coldiron CDP, Kentucky",21,16354,223,66,0.295964126
24873,"Cold Spring city, Kentucky",21,16372,5910,660,0.111675127
24874,"Coldstream city, Kentucky",21,16395,1100,116,0.105454545
24875,"Columbia city, Kentucky",21,16750,3475,1614,0.464460432
24876,"Columbus city, Kentucky",21,16768,170,24,0.141176471
24877,"Covington city, Kentucky",21,17848,39234,18766,0.478309629
24878,"Concord city, Kentucky",21,16894,35,3,0.085714286
24879,"Corbin city, Kentucky",21,17362,7011,2937,0.418913136
24880,"Corinth city, Kentucky",21,17434,232,84,0.362068966
24881,"Corydon city, Kentucky",21,17686,720,183,0.254166667
24882,"Crab Orchard city, Kentucky",21,17956,841,341,0.405469679
24883,"Crayne CDP, Kentucky",21,18190,173,14,0.080924855
24884,"Creekside city, Kentucky",21,18270,305,18,0.059016393
24885,"Crescent Springs city, Kentucky",21,18352,3801,1479,0.389108129
24886,"Crestview city, Kentucky",21,18424,475,41,0.086315789
24887,"Crofton city, Kentucky",21,18658,749,311,0.415220294
24888,"Crestview Hills city, Kentucky",21,18442,2876,718,0.249652295
24889,"Crestwood city, Kentucky",21,18496,4523,1176,0.260004422
24890,"Crittenden city, Kentucky",21,18568,3815,1712,0.448754915
24891,"Crossgate city, Kentucky",21,18766,225,10,0.044444444
24892,"Cumberland city, Kentucky",21,19108,2153,970,0.450534138
24893,"Cynthiana city, Kentucky",21,19432,6127,3087,0.503835482
24894,"Danville city, Kentucky",21,19882,14424,5710,0.395867998
24895,"Dawson Springs city, Kentucky",21,20224,2653,1085,0.408970976
24896,"Dayton city, Kentucky",21,20350,5298,2214,0.417893545
24897,"Doe Valley CDP, Kentucky",21,21844,1931,228,0.118073537
24898,"Diablock CDP, Kentucky",21,21358,453,96,0.21192053
24899,"Dexter CDP, Kentucky",21,21322,277,47,0.16967509
24900,"Dixon city, Kentucky",21,21682,541,120,0.22181146
24901,"Douglass Hills city, Kentucky",21,22204,5484,1602,0.292122538
24902,"Dover city, Kentucky",21,22222,252,65,0.257936508
24903,"Drakesboro city, Kentucky",21,22348,515,102,0.198058252
24904,"Druid Hills city, Kentucky",21,22474,308,24,0.077922078
24905,"Dry Ridge city, Kentucky",21,22582,2117,1189,0.561643836
24906,"Dunmor CDP, Kentucky",21,23000,317,43,0.135646688
24907,"Dwale CDP, Kentucky",21,23104,329,67,0.203647416
24908,"Dycusburg city, Kentucky",21,23140,26,1,0.038461538
24909,"Edgewood city, Kentucky",21,23932,8570,734,0.085647608
24910,"Earlington city, Kentucky",21,23230,1413,620,0.438782732
24911,"East Bernstadt CDP, Kentucky",21,23284,716,128,0.17877095
24912,"Eddyville city, Kentucky",21,23824,1693,592,0.349675133
24913,"Edmonton city, Kentucky",21,23968,1474,666,0.45183175
24914,"Ekron city, Kentucky",21,24094,135,25,0.185185185
24915,"Elizabethtown city, Kentucky",21,24274,27456,12487,0.454800408
24916,"Elizaville CDP, Kentucky",21,24292,181,34,0.187845304
24917,"Elk Creek CDP, Kentucky",21,24346,1539,109,0.070825211
24918,"Elkhorn City city, Kentucky",21,24382,880,233,0.264772727
24919,"Emlyn CDP, Kentucky",21,24922,427,157,0.367681499
24920,"Elkton city, Kentucky",21,24400,1867,793,0.424745581
24921,"Rocky Ridge town, Utah",49,64590,733,375,0.51159618
24922,"Roosevelt city, Utah",49,64670,5947,1757,0.295443081
24923,"Salem city, Utah",49,65770,6423,814,0.126732057
24924,"Roy city, Utah",49,65110,36760,6622,0.180141458
24925,"Rush Valley town, Utah",49,65240,447,32,0.071588367
24926,"St. George city, Utah",49,65330,71844,26688,0.371471522
24927,"Salina city, Utah",49,65880,2489,596,0.239453596
24928,"Salt Lake City city, Utah",49,67000,181645,85757,0.472113188
24929,"Samak CDP, Utah",49,67400,287,43,0.149825784
24930,"Sandy city, Utah",49,67440,87096,15814,0.181569762
24931,"Santa Clara city, Utah",49,67660,6003,982,0.163584874
24932,"Santaquin city, Utah",49,67770,9108,1464,0.160737813
24933,"Sigurd town, Utah",49,68650,429,81,0.188811189
24934,"Saratoga Springs city, Utah",49,67825,17762,2698,0.151897309
24935,"Scipio town, Utah",49,67880,327,63,0.19266055
24936,"Scofield town, Utah",49,67990,24,0,0
24937,"Silver Summit CDP, Utah",49,69280,3562,424,0.11903425
24938,"Smithfield city, Utah",49,69640,9495,1096,0.115429173
24939,"Snowville town, Utah",49,69970,167,55,0.329341317
24940,"Snyderville CDP, Utah",49,70190,5612,1478,0.26336422
24941,"South Jordan city, Utah",49,70850,50411,6255,0.124080062
24942,"South Ogden city, Utah",49,70960,16374,4740,0.289483327
24943,"South Salt Lake city, Utah",49,71070,21036,13153,0.625261457
24944,"Spanish Valley CDP, Utah",49,71455,491,40,0.081466395
24945,"South Weber city, Utah",49,71180,6051,522,0.086266733
24946,"South Willard CDP, Utah",49,71255,1571,237,0.150859325
24947,"Spanish Fork city, Utah",49,71290,33859,6466,0.190968428
24948,"Spring City city, Utah",49,71730,988,193,0.19534413
24949,"Springdale town, Utah",49,71840,529,210,0.396975425
24950,"Spring Glen CDP, Utah",49,72060,1126,234,0.207815275
24951,"Spring Lake CDP, Utah",49,72170,458,81,0.176855895
24952,"Springville city, Utah",49,72280,29347,7396,0.252018946
24953,"Summit Park CDP, Utah",49,74095,7775,1467,0.188681672
24954,"Sterling town, Utah",49,72940,262,36,0.13740458
24955,"Stockton town, Utah",49,73050,616,108,0.175324675
24956,"Summit CDP, Utah",49,74040,160,26,0.1625
24957,"Sunnyside city, Utah",49,74370,377,72,0.190981432
24958,"Granton village, Wisconsin",55,30425,350,57,0.162857143
24959,"Grantsburg village, Wisconsin",55,30450,1290,425,0.329457364
24960,"Greendale village, Wisconsin",55,31125,14021,3882,0.276870409
24961,"Gratiot village, Wisconsin",55,30575,236,53,0.224576271
24962,"Green Bay city, Wisconsin",55,31000,100851,41049,0.407026207
24963,"Greenbush CDP, Wisconsin",55,31075,162,34,0.209876543
24964,"Greenfield city, Wisconsin",55,31175,35899,12624,0.351653249
24965,"Greenleaf CDP, Wisconsin",55,31375,607,144,0.23723229
24966,"Green Valley CDP, Wisconsin",55,31475,133,44,0.330827068
24967,"Greenwood city, Wisconsin",55,31575,1012,224,0.221343874
24968,"Gresham village, Wisconsin",55,31675,586,214,0.365187713
24969,"Hager City CDP, Wisconsin",55,31975,338,62,0.183431953
24970,"Hanover CDP, Wisconsin",55,32550,181,23,0.127071823
24971,"Hales Corners village, Wisconsin",55,32075,7617,2524,0.331364054
24972,"Hammond village, Wisconsin",55,32325,1872,402,0.21474359
24973,"Hancock village, Wisconsin",55,32450,417,117,0.28057554
24974,"Hartford city, Wisconsin",55,33000,14070,3806,0.27050462
24975,"Hartland village, Wisconsin",55,33100,9094,2857,0.314163185
24976,"Hatfield CDP, Wisconsin",55,33150,141,27,0.191489362
24977,"Hatley village, Wisconsin",55,33175,574,120,0.209059233
24978,"Haugen village, Wisconsin",55,33225,287,54,0.18815331
24979,"Hawkins village, Wisconsin",55,33275,305,51,0.167213115
24980,"Hayward city, Wisconsin",55,33450,2196,1029,0.468579235
24981,"Green Lake city, Wisconsin",55,31300,925,285,0.308108108
24982,"Helenville CDP, Wisconsin",55,33825,249,58,0.232931727
24983,"Hewitt village, Wisconsin",55,34250,828,56,0.06763285
24984,"Hazel Green village, Wisconsin",55,33500,1256,319,0.253980892
24985,"Hebron CDP, Wisconsin",55,33675,224,30,0.133928571
24986,"Herbster CDP, Wisconsin",55,33975,104,8,0.076923077
24987,"Highland village, Wisconsin",55,34450,838,115,0.137231504
24988,"Hilbert village, Wisconsin",55,34575,1132,275,0.242932862
24989,"Barnett city, Missouri",29,3376,203,48,0.236453202
24990,"Bates City city, Missouri",29,3556,219,59,0.269406393
24991,"Bellefontaine Neighbors city, Missouri",29,4222,10395,2102,0.202212602
24992,"Bella Villa city, Missouri",29,4114,729,125,0.171467764
24993,"Bell City city, Missouri",29,4132,448,174,0.388392857
24994,"Belle city, Missouri",29,4150,1545,655,0.42394822
24995,"Bellerive village, Missouri",29,4240,188,6,0.031914894
24996,"Bellflower city, Missouri",29,4330,393,159,0.404580153
24997,"Bel-Nor village, Missouri",29,4348,1499,209,0.139426284
24998,"Bel-Ridge village, Missouri",29,4366,2737,1705,0.62294483
24999,"Belton city, Missouri",29,4384,23004,7224,0.314032342
25000,"Arrow Point village, Missouri",29,2034,86,16,0.186046512
25001,"Arrow Rock town, Missouri",29,2044,56,4,0.071428571
25002,"Ash Grove city, Missouri",29,2188,1394,467,0.335007174
25003,"Ashley CDP, Missouri",29,2260,90,22,0.244444444
25004,"Barnhart CDP, Missouri",29,3394,5626,440,0.078208319
25005,"Battlefield city, Missouri",29,3592,5590,1055,0.188729875
25006,"Bagnell town, Missouri",29,2962,93,56,0.602150538
25007,"Berger city, Missouri",29,4888,221,40,0.180995475
25008,"Bennett Springs CDP, Missouri",29,4525,130,17,0.130769231
25009,"Benton city, Missouri",29,4798,763,197,0.25819135
25010,"Benton City village, Missouri",29,4834,104,16,0.153846154
25011,"Berkeley city, Missouri",29,4906,8978,4400,0.490086879
25012,"Bernie city, Missouri",29,4960,1958,681,0.347803882
25013,"Bertrand city, Missouri",29,4996,783,298,0.380587484
25014,"Bethany city, Missouri",29,5068,3147,1245,0.395614871
25015,"Bethel village, Missouri",29,5104,122,42,0.344262295
25016,"Beverly Hills city, Missouri",29,5248,574,235,0.409407666
25017,"Big Spring CDP, Missouri",29,5608,167,24,0.143712575
25018,"Bevier city, Missouri",29,5266,718,184,0.256267409
25019,"Bigelow village, Missouri",29,5464,27,0,0
25020,"Big Lake village, Missouri",29,5495,159,16,0.100628931
25021,"Billings city, Missouri",29,5626,1035,353,0.341062802
25022,"Birch Tree city, Missouri",29,5734,679,266,0.391752577
25023,"Birmingham village, Missouri",29,5824,183,48,0.262295082
25024,"Valley Park city, Missouri",29,75472,6740,2414,0.358160237
25025,"Van Buren town, Missouri",29,75580,788,311,0.394670051
25026,"Vanduser village, Missouri",29,75724,239,99,0.414225941
25027,"Vandalia city, Missouri",29,75688,2473,758,0.306510311
25028,"Velda Village Hills village, Missouri",29,75814,1055,303,0.287203791
25029,"Vandiver village, Missouri",29,75706,71,6,0.084507042
25030,"Velda City city, Missouri",29,75796,1420,526,0.370422535
25031,"Verona town, Missouri",29,75886,619,174,0.281098546
25032,"Versailles city, Missouri",29,75922,2298,933,0.406005222
25033,"Viburnum city, Missouri",29,76012,671,174,0.259314456
25034,"Vienna city, Missouri",29,76102,543,207,0.38121547
25035,"Village of Four Seasons village, Missouri",29,76157,2217,344,0.155164637
25036,"Vista village, Missouri",29,76390,54,10,0.185185185
25037,"Villa Ridge CDP, Missouri",29,76192,2624,716,0.272865854
25038,"Vinita Park city, Missouri",29,76246,1875,894,0.4768
25039,"Vinita Terrace village, Missouri",29,76264,277,69,0.249097473
25040,"Waco city, Missouri",29,76444,87,11,0.126436782
25041,"Walker city, Missouri",29,76660,270,75,0.277777778
25042,"Walnut Grove city, Missouri",29,76840,665,189,0.284210526
25043,"Wardell town, Missouri",29,76966,427,138,0.323185012
25044,"Wardsville village, Missouri",29,77002,1506,246,0.163346614
25045,"Warrensburg city, Missouri",29,77092,15760,8521,0.540672589
25046,"Washburn city, Missouri",29,77200,435,153,0.351724138
25047,"Warrenton city, Missouri",29,77128,7642,2437,0.318895577
25048,"Warsaw city, Missouri",29,77146,2012,791,0.393141153
25049,"Warson Woods city, Missouri",29,77182,1962,41,0.020897044
25050,"Washington city, Missouri",29,77416,13796,3853,0.27928385
25051,"Wasola CDP, Missouri",29,77794,113,28,0.247787611
25052,"Watson village, Missouri",29,77848,100,30,0.3
25053,"Waverly city, Missouri",29,77866,773,215,0.278137128
25054,"Wayland city, Missouri",29,77920,533,212,0.397748593
25055,"Port Alexander city, Alaska",2,62510,52,22,0.423076923
25056,"Port Alsworth CDP, Alaska",2,62620,159,93,0.58490566
25057,"Port Lions city, Alaska",2,63610,194,49,0.25257732
25058,"Port Clarence CDP, Alaska",2,63170,0,0,0
25059,"Port Graham CDP, Alaska",2,63280,177,88,0.497175141
25060,"Port Heiden city, Alaska",2,63390,102,31,0.303921569
25061,"Port Protection CDP, Alaska",2,63870,48,16,0.333333333
25062,"Primrose CDP, Alaska",2,64240,78,21,0.269230769
25063,"Prudhoe Bay CDP, Alaska",2,64380,0,0,0
25064,"Quinhagak city, Alaska",2,64600,669,112,0.167414051
25065,"Rampart CDP, Alaska",2,64820,24,6,0.25
25066,"Red Devil CDP, Alaska",2,64930,23,4,0.173913043
25067,"Midland town, Arkansas",5,45500,325,74,0.227692308
25068,"Red Dog Mine CDP, Alaska",2,64980,0,0,0
25069,"Ridgeway CDP, Alaska",2,65345,2004,350,0.174650699
25070,"Ruby city, Alaska",2,65590,166,46,0.277108434
25071,"Maynard town, Arkansas",5,44780,426,119,0.279342723
25072,"Maysville CDP, Arkansas",5,44810,130,31,0.238461538
25073,"Melbourne city, Arkansas",5,45080,1750,684,0.390857143
25074,"Mena city, Arkansas",5,45170,5582,1912,0.342529559
25075,"Menifee town, Arkansas",5,45200,302,46,0.152317881
25076,"Midway CDP, Arkansas",5,45530,1084,299,0.275830258
25077,"Midway town, Arkansas",5,45560,389,78,0.200514139
25078,"Mineral Springs city, Arkansas",5,46040,1208,446,0.369205298
25079,"Minturn town, Arkansas",5,46100,109,54,0.495412844
25080,"Mitchellville city, Arkansas",5,46190,360,119,0.330555556
25081,"Moorefield town, Arkansas",5,46730,137,36,0.262773723
25082,"Monette city, Arkansas",5,46400,1433,482,0.336357292
25083,"Monticello city, Arkansas",5,46580,8682,4160,0.479152269
25084,"Montrose city, Arkansas",5,46670,354,128,0.361581921
25085,"Moro town, Arkansas",5,46910,216,27,0.125
25086,"Morrilton city, Arkansas",5,46970,6481,2595,0.400401173
25087,"Morrison Bluff town, Arkansas",5,47030,64,23,0.359375
25088,"Mountainburg city, Arkansas",5,47300,631,231,0.366085578
25089,"Mountain Home city, Arkansas",5,47390,12005,4630,0.385672636
25090,"Mountain Pine city, Arkansas",5,47450,770,212,0.275324675
25091,"Mount Vernon town, Arkansas",5,48020,145,45,0.310344828
25092,"Mountain View city, Arkansas",5,47540,2598,1039,0.399923018
25093,"Mount Ida city, Arkansas",5,47690,966,350,0.362318841
25094,"Mount Pleasant town, Arkansas",5,47900,414,85,0.20531401
25095,"Mulberry city, Arkansas",5,48200,1615,541,0.33498452
25096,"Murfreesboro city, Arkansas",5,48290,1534,590,0.384615385
25097,"Nashville city, Arkansas",5,48560,4486,2030,0.452518948
25098,"Natural Steps CDP, Arkansas",5,48680,426,44,0.103286385
25099,"Newark city, Arkansas",5,49010,1176,315,0.267857143
25100,"New Blaine CDP, Arkansas",5,49070,174,38,0.218390805
25101,"New Edinburg CDP, Arkansas",5,49220,127,17,0.133858268
25102,"Norman town, Arkansas",5,50030,378,105,0.277777778
25103,"Newport city, Arkansas",5,49580,5879,2797,0.475761184
25104,"Nimmons town, Arkansas",5,49820,69,6,0.086956522
25105,"Norfork city, Arkansas",5,50000,511,153,0.299412916
25106,"Norphlet city, Arkansas",5,50060,844,179,0.212085308
25107,"North Crossett CDP, Arkansas",5,50240,3119,986,0.316126964
25108,"North Little Rock city, Arkansas",5,50450,61434,28845,0.469528274
25109,"Oak Grove town, Arkansas",5,50810,369,102,0.276422764
25110,"Oak Grove Heights town, Arkansas",5,51060,889,155,0.174353206
25111,"Oakhaven town, Arkansas",5,51080,63,3,0.047619048
25112,"O'Kean town, Arkansas",5,51500,194,36,0.18556701
25113,"Oden town, Arkansas",5,51290,232,38,0.163793103
25114,"Ogden city, Arkansas",5,51350,180,58,0.322222222
25115,"Oil Trough town, Arkansas",5,51410,235,101,0.429787234
25116,"Okolona town, Arkansas",5,51530,147,25,0.170068027
25117,"Ola city, Arkansas",5,51560,1222,639,0.522913257
25118,"Omaha town, Arkansas",5,52160,169,90,0.532544379
25119,"Oppelo city, Arkansas",5,52430,781,165,0.211267606
25120,"Osceola city, Arkansas",5,52580,7470,3909,0.523293173
25121,"Oxford city, Arkansas",5,52880,670,96,0.143283582
25122,"Pangburn city, Arkansas",5,53240,601,221,0.367720466
25123,"Indian Beach town, North Carolina",37,33460,112,9,0.080357143
25124,"Indian Trail town, North Carolina",37,33560,33518,4753,0.141804404
25125,"JAARS CDP, North Carolina",37,33993,413,160,0.387409201
