,NAME,state,place,H002002,H002001,% Urban
17822,"Georgetown city, Kentucky",21,30700,11740,11957,0.981851635
17823,"Germantown city, Kentucky",21,30718,0,72,0
17824,"Glencoe city, Kentucky",21,31204,0,157,0
17825,"Ghent city, Kentucky",21,30808,0,166,0
17826,"Gilbertsville CDP, Kentucky",21,30880,0,263,0
17827,"Glasgow city, Kentucky",21,31114,6377,6710,0.950372578
17828,"Glenview city, Kentucky",21,31348,247,247,1
17829,"Glenview Hills city, Kentucky",21,31402,136,136,1
17830,"Glenview Manor city, Kentucky",21,31420,76,76,1
17831,"Goose Creek city, Kentucky",21,31870,115,115,1
17832,"Goshen city, Kentucky",21,31960,313,313,1
17833,"Uintah town, Utah",49,77890,432,432,1
17834,"Virgin town, Utah",49,80530,0,243,0
17835,"Vernal city, Utah",49,80090,3659,3659,1
17836,"Veyo CDP, Utah",49,80310,0,193,0
17837,"Vineyard town, Utah",49,80420,35,47,0.744680851
17838,"Wales town, Utah",49,80860,0,104,0
17839,"Wallsburg town, Utah",49,80970,0,97,0
17840,"Wanship CDP, Utah",49,81190,0,164,0
17841,"Washington city, Utah",49,81960,6835,7546,0.905777896
17842,"Washington Terrace city, Utah",49,82070,3462,3462,1
17843,"West Bountiful city, Utah",49,82840,1598,1622,0.985203453
17844,"Wellington city, Utah",49,82510,0,676,0
17845,"Wellsville city, Utah",49,82620,958,1048,0.914122137
17846,"Wendover city, Utah",49,82730,455,589,0.772495756
17847,"West Haven city, Utah",49,82930,3268,3324,0.983152828
17848,"West Jordan city, Utah",49,82950,31330,31366,0.99885226
17849,"West Mountain CDP, Utah",49,83252,0,312,0
17850,"West Point city, Utah",49,83390,2649,2751,0.962922574
17851,"West Valley City city, Utah",49,83470,38852,38978,0.996767407
17852,"West Wood CDP, Utah",49,83730,240,269,0.892193309
17853,"Willard city, Utah",49,84710,491,633,0.775671406
17854,"White City CDP, Utah",49,84050,1747,1747,1
17855,"White Mesa CDP, Utah",49,84095,0,89,0
17856,"Whiterocks CDP, Utah",49,84160,0,92,0
17857,"Wolf Creek CDP, Utah",49,84950,0,1059,0
17858,"Woodland CDP, Utah",49,85040,0,135,0
17859,"Woodland Hills city, Utah",49,85050,239,358,0.667597765
17860,"Woodruff town, Utah",49,85260,0,76,0
17861,"Woods Cross city, Utah",49,85370,3034,3034,1
17862,"Albany village, Vermont",50,400,0,83,0
17863,"Alburg village, Vermont",50,625,0,330,0
17864,"Barton village, Vermont",50,3475,0,460,0
17865,"Bellows Falls village, Vermont",50,4225,1500,1500,1
17866,"Barre city, Vermont",50,3175,4504,4504,1
17867,"Arlington CDP, Vermont",50,1375,0,622,0
17868,"Ascutney CDP, Vermont",50,1750,166,282,0.588652482
17869,"Barnet CDP, Vermont",50,2800,0,58,0
17870,"Beecher Falls CDP, Vermont",50,4150,0,97,0
17871,"Bennington CDP, Vermont",50,4750,4053,4122,0.983260553
17872,"West Milwaukee village, Wisconsin",55,85875,2145,2145,1
17873,"Weston village, Wisconsin",55,86025,5846,6364,0.918604651
17874,"West Salem village, Wisconsin",55,86275,1854,1869,0.991974318
17875,"Weyauwega city, Wisconsin",55,86400,0,815,0
17876,"Weyerhaeuser village, Wisconsin",55,86450,0,142,0
17877,"Wheeler village, Wisconsin",55,86575,0,147,0
17878,"Whitefish Bay village, Wisconsin",55,86700,5553,5553,1
17879,"Whitehall city, Wisconsin",55,86725,0,741,0
17880,"Whiting village, Wisconsin",55,86975,811,811,1
17881,"Whitelaw village, Wisconsin",55,86775,0,314,0
17882,"White Lake village, Wisconsin",55,86750,0,212,0
17883,"Whitewater city, Wisconsin",55,86925,5006,5113,0.979072951
17884,"Whittlesey CDP, Wisconsin",55,87000,0,47,0
17885,"Wild Rose village, Wisconsin",55,87075,0,377,0
17886,"Williams Bay village, Wisconsin",55,87200,1895,1985,0.95465995
17887,"Wilmot CDP, Wisconsin",55,87325,144,197,0.730964467
17888,"Wilson village, Wisconsin",55,87475,0,78,0
17889,"Wilton village, Wisconsin",55,87525,0,233,0
17890,"Winchester CDP, Wisconsin",55,87625,0,277,0
17891,"Winneconne village, Wisconsin",55,87900,1198,1198,1
17892,"Wind Lake CDP, Wisconsin",55,87675,1970,2133,0.92358181
17893,"Wind Point village, Wisconsin",55,87700,776,776,1
17894,"Windsor CDP, Wisconsin",55,87725,1368,1538,0.88946684
17895,"Winter village, Wisconsin",55,87975,0,209,0
17896,"Wisconsin Dells city, Wisconsin",55,88150,1271,1485,0.855892256
17897,"Wisconsin Rapids city, Wisconsin",55,88200,8811,8972,0.982055283
17898,"Withee village, Wisconsin",55,88275,0,254,0
17899,"Wittenberg village, Wisconsin",55,88325,0,495,0
17900,"Butterfield village, Missouri",29,10144,0,185,0
17901,"Byrnes Mill city, Missouri",29,10240,979,1121,0.873327386
17902,"Cabool city, Missouri",29,10288,0,1054,0
17903,"Calhoun city, Missouri",29,10450,0,208,0
17904,"Cainsville city, Missouri",29,10342,0,175,0
17905,"Cairo village, Missouri",29,10360,0,125,0
17906,"Caledonia village, Missouri",29,10432,0,76,0
17907,"California city, Missouri",29,10468,1856,1909,0.972236773
17908,"Callao city, Missouri",29,10486,0,144,0
17909,"Calverton Park village, Missouri",29,10612,540,540,1
17910,"Camden city, Missouri",29,10738,0,87,0
17911,"Whiteside village, Missouri",29,79558,0,32,0
17912,"Whitewater town, Missouri",29,79612,0,57,0
17913,"Wilbur Park village, Missouri",29,79756,212,212,1
17914,"Wildwood city, Missouri",29,79820,9754,12604,0.773881308
17915,"Willard city, Missouri",29,79882,1831,2038,0.898429833
17916,"Winfield city, Missouri",29,80422,0,568,0
17917,"Williamsville city, Missouri",29,80026,0,188,0
17918,"Willow Springs city, Missouri",29,80098,0,1082,0
17919,"Wilson City village, Missouri",29,80260,0,74,0
17920,"Winchester city, Missouri",29,80314,608,608,1
17921,"Windsor city, Missouri",29,80350,1233,1381,0.892831282
17922,"Windsor Place village, Missouri",29,80380,0,119,0
17923,"Winigan CDP, Missouri",29,80440,0,29,0
17924,"Winona city, Missouri",29,80512,0,595,0
17925,"Winston village, Missouri",29,80548,0,111,0
17926,"Wood Heights city, Missouri",29,80767,0,274,0
17927,"Wortham CDP, Missouri",29,81088,0,136,0
17928,"Woodson Terrace city, Missouri",29,80962,1731,1731,1
17929,"Wooldridge village, Missouri",29,81016,0,39,0
17930,"Worth village, Missouri",29,81070,0,41,0
17931,"Worthington village, Missouri",29,81106,0,52,0
17932,"Wright City city, Missouri",29,81124,1128,1288,0.875776398
17933,"Wyaconda city, Missouri",29,81142,0,140,0
17934,"Wyatt city, Missouri",29,81178,0,164,0
17935,"Zalma village, Missouri",29,81430,0,70,0
17936,"Absarokee CDP, Montana",30,175,0,612,0
17937,"Alzada CDP, Montana",30,1300,0,21,0
17938,"Ballantine CDP, Montana",30,3625,0,141,0
17939,"Arlee CDP, Montana",30,2425,0,297,0
17940,"Alberton town, Montana",30,700,0,202,0
17941,"Alder CDP, Montana",30,850,0,89,0
17942,"Antelope CDP, Montana",30,2050,0,33,0
17943,"Avon CDP, Montana",30,3175,0,62,0
17944,"Azure CDP, Montana",30,3212,0,70,0
17945,"Amsterdam CDP, Montana",30,1525,0,72,0
17946,"Ashland CDP, Montana",30,2800,0,366,0
17947,"Augusta CDP, Montana",30,3025,0,218,0
17948,"Anaconda-Deer Lodge County, Montana",30,1675,3411,5122,0.6659508
17949,"Bainville town, Montana",30,3400,0,95,0
17950,"Baker city, Montana",30,3475,0,884,0
17951,"Babb CDP, Montana",30,3250,0,87,0
17952,"Batavia CDP, Montana",30,4230,63,151,0.417218543
17953,"Bear Dance CDP, Montana",30,4410,0,307,0
17954,"Beaver Creek CDP, Montana",30,4575,0,115,0
17955,"Belfry CDP, Montana",30,4900,0,115,0
17956,"Big Arm CDP, Montana",30,5800,0,167,0
17957,"Belgrade city, Montana",30,4975,3169,3174,0.998424701
17958,"Belknap CDP, Montana",30,5050,0,83,0
17959,"Belt town, Montana",30,5275,0,295,0
17960,"Bigfork CDP, Montana",30,5875,0,3243,0
17961,"Big Sky CDP, Montana",30,6325,0,3442,0
17962,"Big Timber city, Montana",30,6475,0,933,0
17963,"Birney CDP, Montana",30,6925,0,42,0
17964,"Box Elder CDP, Montana",30,8725,0,35,0
17965,"Black Eagle CDP, Montana",30,7150,408,474,0.860759494
17966,"Bonner-West Riverside CDP, Montana",30,8462,769,769,1
17967,"Boulder city, Montana",30,8575,0,565,0
17968,"Sutton-Alpine CDP, Alaska",2,74525,0,494,0
17969,"Tanaina CDP, Alaska",2,75077,2246,2879,0.78013199
17970,"Takotna CDP, Alaska",2,74610,0,41,0
17971,"Talkeetna CDP, Alaska",2,74830,0,744,0
17972,"Tanacross CDP, Alaska",2,75050,0,73,0
17973,"Tanana city, Alaska",2,75160,0,136,0
17974,"Tatitlek CDP, Alaska",2,75380,0,75,0
17975,"Tazlina CDP, Alaska",2,75480,0,165,0
17976,"Teller city, Alaska",2,75930,0,86,0
17977,"Tenakee Springs city, Alaska",2,76260,0,180,0
17978,"Tetlin CDP, Alaska",2,76590,0,62,0
17979,"Toksook Bay city, Alaska",2,78240,0,135,0
17980,"Thorne Bay city, Alaska",2,77140,0,354,0
17981,"Togiak city, Alaska",2,77690,0,261,0
17982,"Tok CDP, Alaska",2,77800,0,724,0
17983,"Tolsona CDP, Alaska",2,78297,0,56,0
17984,"Tonsina CDP, Alaska",2,78350,0,79,0
17985,"Trapper Creek CDP, Alaska",2,78680,0,499,0
17986,"Tuluksak CDP, Alaska",2,78790,0,99,0
17987,"Tuntutuliak CDP, Alaska",2,79120,0,106,0
17988,"Paris city, Arkansas",5,53480,1481,1658,0.893244873
17989,"Parkdale city, Arkansas",5,53510,0,136,0
17990,"Parkin city, Arkansas",5,53600,0,560,0
17991,"Patmos town, Arkansas",5,53900,0,33,0
17992,"Perry town, Arkansas",5,54650,0,114,0
17993,"Tununak CDP, Alaska",2,79230,0,90,0
17994,"Patterson city, Arkansas",5,53990,0,230,0
17995,"Peach Orchard city, Arkansas",5,54140,0,92,0
17996,"Pea Ridge city, Arkansas",5,54200,1678,1887,0.889242183
17997,"Perla town, Arkansas",5,54620,90,133,0.676691729
17998,"Perrytown town, Arkansas",5,54680,0,130,0
17999,"Perryville city, Arkansas",5,54710,0,627,0
18000,"Piggott city, Arkansas",5,55130,1753,1950,0.898974359
18001,"Pindall town, Arkansas",5,55280,0,60,0
18002,"Pine Bluff city, Arkansas",5,55310,20396,20923,0.974812407
18003,"Pollard city, Arkansas",5,56600,0,102,0
18004,"Pineville town, Arkansas",5,55580,0,112,0
18005,"Piney CDP, Arkansas",5,55610,1794,2290,0.783406114
18006,"Plainview city, Arkansas",5,55970,0,317,0
18007,"Pleasant Plains town, Arkansas",5,56270,0,144,0
18008,"Plumerville city, Arkansas",5,56480,0,396,0
18009,"Pocahontas city, Arkansas",5,56540,2705,3056,0.885143979
18010,"Portia town, Arkansas",5,56720,0,226,0
18011,"Portland city, Arkansas",5,56750,0,217,0
18012,"Pottsville city, Arkansas",5,56990,35,1080,0.032407407
18013,"Prairie Grove city, Arkansas",5,57170,1430,1916,0.746346555
18014,"Powhatan town, Arkansas",5,57050,0,28,0
18015,"Poyen town, Arkansas",5,57080,0,127,0
18016,"Prairie Creek CDP, Arkansas",5,57125,845,1003,0.842472582
18017,"Prattsville town, Arkansas",5,57230,0,123,0
18018,"Prescott city, Arkansas",5,57260,1317,1584,0.831439394
18019,"Pyatt town, Arkansas",5,57890,0,109,0
18020,"Quitman city, Arkansas",5,57950,0,389,0
18021,"Ratcliff city, Arkansas",5,58160,0,94,0
18022,"Ravenden town, Arkansas",5,58250,0,251,0
18023,"Rector city, Arkansas",5,58490,0,975,0
18024,"Ravenden Springs town, Arkansas",5,58280,0,74,0
18025,"Reader CDP, Arkansas",5,58400,0,34,0
18026,"Redfield city, Arkansas",5,58580,0,581,0
18027,"Reed town, Arkansas",5,58880,0,75,0
18028,"Reyno city, Arkansas",5,59180,0,217,0
18029,"Rison city, Arkansas",5,59480,0,594,0
18030,"Rockport city, Arkansas",5,60020,109,368,0.296195652
18031,"Rockwell CDP, Arkansas",5,60110,1919,1954,0.982088025
18032,"Roe town, Arkansas",5,60380,0,49,0
18033,"Rose Bud town, Arkansas",5,60770,0,219,0
18034,"Rogers city, Arkansas",5,60410,21596,22022,0.980655708
18035,"Roland CDP, Arkansas",5,60470,0,355,0
18036,"Rondo town, Arkansas",5,60590,0,113,0
18037,"Liberty town, North Carolina",37,38100,0,1237,0
18038,"Light Oak CDP, North Carolina",37,38170,334,334,1
18039,"Lillington town, North Carolina",37,38220,916,1122,0.816399287
18040,"Lincolnton city, North Carolina",37,38320,4750,4842,0.980999587
18041,"Linden town, North Carolina",37,38360,0,65,0
18042,"Littleton town, North Carolina",37,38680,0,395,0
18043,"Locust city, North Carolina",37,38860,1006,1271,0.791502754
18044,"Long View town, North Carolina",37,39280,2315,2315,1
18045,"Lowesville CDP, North Carolina",37,39520,708,1187,0.596461668
18046,"Louisburg town, North Carolina",37,39360,1320,1345,0.981412639
18047,"Love Valley town, North Carolina",37,39420,0,118,0
18048,"Lowell city, North Carolina",37,39480,1536,1536,1
18049,"Lowgap CDP, North Carolina",37,39540,0,157,0
18050,"Lucama town, North Carolina",37,39600,0,478,0
18051,"Lumber Bridge town, North Carolina",37,39680,0,51,0
18052,"Lumberton city, North Carolina",37,39700,8748,8877,0.985468064
18053,"McAdenville town, North Carolina",37,39880,283,283,1
18054,"Macclesfield town, North Carolina",37,39960,0,256,0
18055,"Macon town, North Carolina",37,40540,0,63,0
18056,"McDonald town, North Carolina",37,40140,0,49,0
18057,"McFarlan town, North Carolina",37,40240,0,50,0
18058,"McLeansville CDP, North Carolina",37,40460,149,479,0.311064718
18059,"Madison town, North Carolina",37,40560,927,1128,0.821808511
18060,"Maggie Valley town, North Carolina",37,40600,1,1648,0.000606796
18061,"Magnolia town, North Carolina",37,40640,0,416,0
18062,"Maiden town, North Carolina",37,40660,1336,1383,0.966015907
18063,"Mamers CDP, North Carolina",37,40860,0,357,0
18064,"Manns Harbor CDP, North Carolina",37,40980,163,455,0.358241758
18065,"Manteo town, North Carolina",37,41060,1177,1353,0.869918699
18066,"Mar-Mac CDP, North Carolina",37,41540,1481,1581,0.936748893
18067,"Marble CDP, North Carolina",37,41220,0,169,0
18068,"Marietta town, North Carolina",37,41380,0,79,0
18069,"Marion city, North Carolina",37,41420,3060,3132,0.977011494
18070,"Marshall town, North Carolina",37,41580,0,484,0
18071,"Brownsville CDP, Ohio",39,9596,0,101,0
18072,"Bucyrus city, Ohio",39,10030,5901,5983,0.986294501
18073,"Brunswick city, Ohio",39,9680,13600,13600,1
18074,"Buckeye Lake village, Ohio",39,9890,1505,1513,0.994712492
18075,"Buckland village, Ohio",39,9974,0,102,0
18076,"Buffalo CDP, Ohio",39,10128,0,218,0
18077,"Buford CDP, Ohio",39,10156,0,129,0
18078,"Burbank village, Ohio",39,10254,0,102,0
18079,"Burgoon village, Ohio",39,10282,0,76,0
18080,"Blakeslee village, Ohio",39,6810,0,50,0
18081,"Bryan city, Ohio",39,9792,4019,4087,0.983361879
18082,"Blanchester village, Ohio",39,6908,1822,1854,0.982740022
18083,"Buchtel village, Ohio",39,9834,246,266,0.92481203
18084,"Brewster village, Ohio",39,8504,773,862,0.89675174
18085,"Bridgetown CDP, Ohio",39,8602,6141,6141,1
18086,"Brookville city, Ohio",39,9358,2663,2684,0.992175857
18087,"Burkettsville village, Ohio",39,10296,0,104,0
18088,"Butler village, Ohio",39,10632,0,393,0
18089,"Burlington CDP, Ohio",39,10352,1179,1189,0.991589571
18090,"Burton village, Ohio",39,10436,640,640,1
18091,"Calcutta CDP, Ohio",39,10926,923,1677,0.550387597
18092,"Butlerville village, Ohio",39,10674,0,60,0
18093,"Byesville village, Ohio",39,10716,1100,1105,0.995475113
18094,"Cadiz village, Ohio",39,10800,1220,1590,0.767295597
18095,"Cairo village, Ohio",39,10884,214,214,1
18096,"Caldwell village, Ohio",39,10940,924,929,0.994617869
18097,"Caledonia village, Ohio",39,10954,0,260,0
18098,"Camp Dennison CDP, Ohio",39,11150,171,171,1
18099,"Cambridge city, Ohio",39,10996,5289,5313,0.995482778
18100,"Camden village, Ohio",39,11024,0,926,0
18101,"Campbell city, Ohio",39,11066,3974,3974,1
18102,"Canal Fulton city, Ohio",39,11304,2348,2362,0.99407282
18103,"Canal Lewisville CDP, Ohio",39,11318,0,148,0
18104,"Roberta city, Georgia",13,65856,0,403,0
18105,"Ringgold city, Georgia",13,65324,1620,1676,0.966587112
18106,"Riverdale city, Georgia",13,65464,6210,6210,1
18107,"Riverside town, Georgia",13,65604,17,17,1
18108,"Robins AFB CDP, Georgia",13,65968,230,245,0.93877551
18109,"Rochelle city, Georgia",13,66024,0,589,0
18110,"Rockingham CDP, Georgia",13,66220,0,90,0
18111,"Rockmart city, Georgia",13,66276,1826,1899,0.961558715
18112,"Rocky Ford town, Georgia",13,66444,0,84,0
18113,"Rome city, Georgia",13,66668,15548,15797,0.984237513
18114,"Royston city, Georgia",13,67452,1131,1246,0.907704655
18115,"Roopville town, Georgia",13,66696,0,99,0
18116,"Rossville city, Georgia",13,67256,1921,1921,1
18117,"Roswell city, Georgia",13,67284,36344,36344,1
18118,"Russell CDP, Georgia",13,67676,426,426,1
18119,"Rutledge city, Georgia",13,67760,0,333,0
18120,"Salem CDP, Georgia",13,68129,0,152,0
18121,"St. Marys city, Georgia",13,67984,6877,7443,0.923955394
18122,"St. Simons CDP, Georgia",13,68040,9177,9931,0.924076125
18123,"Sale City city, Georgia",13,68096,0,161,0
18124,"Sardis city, Georgia",13,68740,0,441,0
18125,"Sandersville city, Georgia",13,68208,2421,2649,0.913929785
18126,"Sandy Springs city, Georgia",13,68516,46955,46955,1
18127,"Santa Claus city, Georgia",13,68600,0,86,0
18128,"Sasser town, Georgia",13,68796,0,143,0
18129,"Satilla CDP, Georgia",13,68805,0,174,0
18130,"Eldorado city, Illinois",17,23009,2039,2053,0.993180711
18131,"Effingham city, Illinois",17,22736,5623,5696,0.987183989
18132,"Elburn village, Illinois",17,22931,1953,1993,0.979929754
18133,"El Dara village, Illinois",17,22957,0,38,0
18134,"Eldred village, Illinois",17,23022,0,112,0
18135,"Elgin city, Illinois",17,23074,37671,37848,0.995323399
18136,"Elizabeth village, Illinois",17,23165,0,409,0
18137,"Elizabethtown village, Illinois",17,23191,0,197,0
18138,"Elk Grove Village village, Illinois",17,23256,13905,13905,1
18139,"Elkhart village, Illinois",17,23269,0,198,0
18140,"Ellisville village, Illinois",17,23529,0,40,0
18141,"Elkville village, Illinois",17,23373,0,427,0
18142,"Elliott village, Illinois",17,23425,0,132,0
18143,"Ellis Grove village, Illinois",17,23503,0,160,0
18144,"Ellsworth village, Illinois",17,23555,0,93,0
18145,"Elmhurst city, Illinois",17,23620,16590,16590,1
18146,"Elmwood city, Illinois",17,23698,839,886,0.946952596
18147,"Elmwood Park village, Illinois",17,23724,10090,10090,1
18148,"El Paso city, Illinois",17,23737,1097,1114,0.984739677
18149,"Elsah village, Illinois",17,23776,0,129,0
18150,"Emden village, Illinois",17,23971,0,230,0
18151,"Elvaston village, Illinois",17,23841,0,77,0
18152,"Elwood village, Illinois",17,23945,815,924,0.882034632
18153,"Emington village, Illinois",17,24062,0,51,0
18154,"Energy village, Illinois",17,24166,496,546,0.908424908
18155,"Enfield village, Illinois",17,24179,0,281,0
18156,"Equality village, Illinois",17,24348,0,301,0
18157,"Erie village, Illinois",17,24374,0,678,0
18158,"Essex village, Illinois",17,24452,0,301,0
18159,"Evergreen Park village, Illinois",17,24634,7559,7559,1
18160,"Eureka city, Illinois",17,24543,2012,2023,0.994562531
18161,"Evanston city, Illinois",17,24582,33181,33181,1
18162,"Evansville village, Illinois",17,24608,0,305,0
18163,"Ewing village, Illinois",17,24673,0,137,0
18164,"Exeter village, Illinois",17,24699,0,40,0
18165,"Fairbury city, Illinois",17,24764,1620,1627,0.995697603
18166,"Fairfield city, Illinois",17,24816,2641,2702,0.97742413
18167,"Fairmont CDP, Illinois",17,24920,948,948,1
18168,"Fairmont City village, Illinois",17,24933,865,865,1
18169,"Farina village, Illinois",17,25375,0,248,0
18170,"Fairmount village, Illinois",17,24985,0,280,0
18171,"Tipton CDP, Pennsylvania",42,76880,400,488,0.819672131
18172,"Titusville city, Pennsylvania",42,76904,2615,2615,1
18173,"Toftrees CDP, Pennsylvania",42,77016,1400,1401,0.999286224
18174,"Topton borough, Pennsylvania",42,77104,875,877,0.997719498
18175,"Toughkenamon CDP, Pennsylvania",42,77144,396,439,0.902050114
18176,"Towamensing Trails CDP, Pennsylvania",42,77163,1531,2290,0.668558952
18177,"Towanda borough, Pennsylvania",42,77168,1426,1426,1
18178,"Trainer borough, Pennsylvania",42,77288,667,667,1
18179,"Tower City borough, Pennsylvania",42,77184,644,644,1
18180,"Townville borough, Pennsylvania",42,77232,0,139,0
18181,"Trafford borough, Pennsylvania",42,77272,1660,1660,1
18182,"Trappe borough, Pennsylvania",42,77304,1407,1407,1
18183,"Treasure Lake CDP, Pennsylvania",42,77335,1484,2034,0.729596853
