,NAME,state,place,H002002,H002001,% Urban
25032,"Versailles city, Missouri",29,75922,0,1201,0
25033,"Viburnum city, Missouri",29,76012,0,328,0
25034,"Vienna city, Missouri",29,76102,0,341,0
25035,"Village of Four Seasons village, Missouri",29,76157,2606,2606,1
25036,"Vista village, Missouri",29,76390,0,25,0
25037,"Villa Ridge CDP, Missouri",29,76192,793,1016,0.780511811
25038,"Vinita Park city, Missouri",29,76246,849,849,1
25039,"Vinita Terrace village, Missouri",29,76264,116,116,1
25040,"Waco city, Missouri",29,76444,0,41,0
25041,"Walker city, Missouri",29,76660,0,122,0
25042,"Walnut Grove city, Missouri",29,76840,0,306,0
25043,"Wardell town, Missouri",29,76966,0,195,0
25044,"Wardsville village, Missouri",29,77002,0,529,0
25045,"Warrensburg city, Missouri",29,77092,7396,7450,0.992751678
25046,"Washburn city, Missouri",29,77200,0,203,0
25047,"Warrenton city, Missouri",29,77128,3091,3196,0.967146433
25048,"Warsaw city, Missouri",29,77146,1069,1085,0.985253456
25049,"Warson Woods city, Missouri",29,77182,791,791,1
25050,"Washington city, Missouri",29,77416,6253,6319,0.989555309
25051,"Wasola CDP, Missouri",29,77794,0,67,0
25052,"Watson village, Missouri",29,77848,0,47,0
25053,"Waverly city, Missouri",29,77866,0,362,0
25054,"Wayland city, Missouri",29,77920,0,249,0
25055,"Port Alexander city, Alaska",2,62510,0,64,0
25056,"Port Alsworth CDP, Alaska",2,62620,0,74,0
25057,"Port Lions city, Alaska",2,63610,0,113,0
25058,"Port Clarence CDP, Alaska",2,63170,0,0,0
25059,"Port Graham CDP, Alaska",2,63280,0,108,0
25060,"Port Heiden city, Alaska",2,63390,0,56,0
25061,"Port Protection CDP, Alaska",2,63870,0,43,0
25062,"Primrose CDP, Alaska",2,64240,0,50,0
25063,"Prudhoe Bay CDP, Alaska",2,64380,0,0,0
25064,"Quinhagak city, Alaska",2,64600,0,187,0
25065,"Rampart CDP, Alaska",2,64820,0,43,0
25066,"Red Devil CDP, Alaska",2,64930,0,23,0
25067,"Midland town, Arkansas",5,45500,0,140,0
25068,"Red Dog Mine CDP, Alaska",2,64980,0,0,0
25069,"Ridgeway CDP, Alaska",2,65345,222,1038,0.213872832
25070,"Ruby city, Alaska",2,65590,0,108,0
25071,"Maynard town, Arkansas",5,44780,0,209,0
25072,"Maysville CDP, Arkansas",5,44810,0,62,0
25073,"Melbourne city, Arkansas",5,45080,0,880,0
25074,"Mena city, Arkansas",5,45170,2718,2875,0.945391304
25075,"Menifee town, Arkansas",5,45200,0,135,0
25076,"Midway CDP, Arkansas",5,45530,0,589,0
25077,"Midway town, Arkansas",5,45560,0,171,0
25078,"Mineral Springs city, Arkansas",5,46040,0,526,0
25079,"Minturn town, Arkansas",5,46100,0,55,0
25080,"Mitchellville city, Arkansas",5,46190,180,180,1
25081,"Moorefield town, Arkansas",5,46730,0,68,0
25082,"Monette city, Arkansas",5,46400,0,697,0
25083,"Monticello city, Arkansas",5,46580,3992,4093,0.975323723
25084,"Montrose city, Arkansas",5,46670,0,186,0
25085,"Moro town, Arkansas",5,46910,0,108,0
25086,"Morrilton city, Arkansas",5,46970,2824,3100,0.910967742
25087,"Morrison Bluff town, Arkansas",5,47030,0,33,0
25088,"Mountainburg city, Arkansas",5,47300,0,315,0
25089,"Mountain Home city, Arkansas",5,47390,5986,6407,0.93429062
25090,"Mountain Pine city, Arkansas",5,47450,0,362,0
25091,"Mount Vernon town, Arkansas",5,48020,0,69,0
25092,"Mountain View city, Arkansas",5,47540,0,1533,0
25093,"Mount Ida city, Arkansas",5,47690,0,542,0
25094,"Mount Pleasant town, Arkansas",5,47900,0,208,0
25095,"Mulberry city, Arkansas",5,48200,0,765,0
25096,"Murfreesboro city, Arkansas",5,48290,0,768,0
25097,"Nashville city, Arkansas",5,48560,1922,2033,0.945400885
25098,"Natural Steps CDP, Arkansas",5,48680,0,178,0
25099,"Newark city, Arkansas",5,49010,0,564,0
25100,"New Blaine CDP, Arkansas",5,49070,0,89,0
25101,"New Edinburg CDP, Arkansas",5,49220,0,65,0
25102,"Norman town, Arkansas",5,50030,0,210,0
25103,"Newport city, Arkansas",5,49580,2820,3014,0.935633709
25104,"Nimmons town, Arkansas",5,49820,0,45,0
25105,"Norfork city, Arkansas",5,50000,0,330,0
25106,"Norphlet city, Arkansas",5,50060,0,354,0
25107,"North Crossett CDP, Arkansas",5,50240,1076,1464,0.734972678
25108,"North Little Rock city, Arkansas",5,50450,28368,29437,0.963685158
25109,"Oak Grove town, Arkansas",5,50810,0,170,0
25110,"Oak Grove Heights town, Arkansas",5,51060,0,346,0
25111,"Oakhaven town, Arkansas",5,51080,0,27,0
25112,"O'Kean town, Arkansas",5,51500,0,95,0
25113,"Oden town, Arkansas",5,51290,0,101,0
25114,"Ogden city, Arkansas",5,51350,0,90,0
25115,"Oil Trough town, Arkansas",5,51410,0,103,0
25116,"Okolona town, Arkansas",5,51530,0,94,0
25117,"Ola city, Arkansas",5,51560,0,556,0
25118,"Omaha town, Arkansas",5,52160,0,86,0
25119,"Oppelo city, Arkansas",5,52430,0,310,0
25120,"Osceola city, Arkansas",5,52580,3056,3328,0.918269231
25121,"Oxford city, Arkansas",5,52880,0,324,0
25122,"Pangburn city, Arkansas",5,53240,0,307,0
25123,"Indian Beach town, North Carolina",37,33460,872,1565,0.557188498
25124,"Indian Trail town, North Carolina",37,33560,11633,11700,0.994273504
25125,"JAARS CDP, North Carolina",37,33993,0,177,0
25126,"Ingold CDP, North Carolina",37,33640,0,191,0
25127,"Iron Station CDP, North Carolina",37,33820,169,347,0.4870317
25128,"Ivanhoe CDP, North Carolina",37,33940,0,129,0
25129,"Jackson town, North Carolina",37,34000,0,256,0
25130,"Jackson Heights CDP, North Carolina",37,34038,463,491,0.942973523
25131,"Jacksonville city, North Carolina",37,34200,21039,21135,0.995457771
25132,"James City CDP, North Carolina",37,34260,2636,2636,1
25133,"Jamestown town, North Carolina",37,34300,1517,1517,1
25134,"Jamesville town, North Carolina",37,34320,0,256,0
25135,"Keener CDP, North Carolina",37,35340,0,261,0
25136,"Jefferson town, North Carolina",37,34440,713,754,0.945623342
25137,"Jonesville town, North Carolina",37,34840,1111,1179,0.942324003
25138,"Kannapolis city, North Carolina",37,35200,17944,18645,0.962402789
25139,"Kelford town, North Carolina",37,35360,0,130,0
25140,"Kelly CDP, North Carolina",37,35440,0,312,0
25141,"Kenansville town, North Carolina",37,35460,0,480,0
25142,"Kenly town, North Carolina",37,35540,0,703,0
25143,"Kernersville town, North Carolina",37,35600,10900,10951,0.995342891
25144,"Kill Devil Hills town, North Carolina",37,35720,6617,6617,1
25145,"Kingstown town, North Carolina",37,35890,0,281,0
25146,"King city, North Carolina",37,35760,2943,3073,0.957696062
25147,"Kings Grant CDP, North Carolina",37,35870,3497,3497,1
25148,"Kings Mountain city, North Carolina",37,35880,4189,4597,0.911246465
25149,"Kinston city, North Carolina",37,35920,10752,10862,0.989872952
25150,"Kittrell town, North Carolina",37,36020,0,81,0
25151,"Kitty Hawk town, North Carolina",37,36060,2116,3196,0.662077597
25152,"Knightdale town, North Carolina",37,36080,4691,4723,0.993224645
25153,"Kure Beach town, North Carolina",37,36220,2213,2213,1
25154,"Bentonville CDP, Ohio",39,5676,0,142,0
25155,"Berea city, Ohio",39,5690,7958,7958,1
25156,"Bethesda village, Ohio",39,6138,0,667,0
25157,"Bergholz village, Ohio",39,5718,0,319,0
25158,"Berlin Heights village, Ohio",39,5900,0,282,0
25159,"Bethel village, Ohio",39,6068,1159,1182,0.980541455
25160,"Bettsville village, Ohio",39,6194,0,318,0
25161,"Bexley city, Ohio",39,6278,5041,5041,1
25162,"Austinburg CDP, Ohio",39,3142,0,183,0
25163,"Austintown CDP, Ohio",39,3184,14480,14480,1
25164,"Ballville CDP, Ohio",39,3716,1356,1396,0.971346705
25165,"Berlin CDP, Ohio",39,5816,0,407,0
25166,"Bannock CDP, Ohio",39,3786,0,94,0
25167,"Beavercreek city, Ohio",39,4720,19449,19449,1
25168,"Belmore village, Ohio",39,5396,0,55,0
25169,"Belpre city, Ohio",39,5424,3319,3351,0.990450612
25170,"Beverly village, Ohio",39,6222,0,599,0
25171,"Beckett Ridge CDP, Ohio",39,4840,3709,3709,1
25172,"Beulah Beach CDP, Ohio",39,6208,83,83,1
25173,"Bellville village, Ohio",39,5284,0,882,0
25174,"Berkey village, Ohio",39,5732,0,112,0
25175,"Blacklick Estates CDP, Ohio",39,6670,3401,3401,1
25176,"Bloomdale village, Ohio",39,7062,0,270,0
25177,"Bloomingdale village, Ohio",39,7202,0,86,0
25178,"Bladensburg CDP, Ohio",39,6740,0,78,0
25179,"Bloomingburg village, Ohio",39,7188,0,368,0
25180,"Bloomville village, Ohio",39,7286,0,382,0
25181,"Blue Ash city, Ohio",39,7300,5360,5360,1
25182,"Blue Jay CDP, Ohio",39,7377,0,377,0
25183,"Bluffton village, Ohio",39,7426,1497,1522,0.983574244
25184,"Boston Heights village, Ohio",39,7790,284,493,0.576064909
25185,"Boardman CDP, Ohio",39,7454,17053,17053,1
25186,"Bolindale CDP, Ohio",39,7583,980,980,1
25187,"Bolivar village, Ohio",39,7594,395,396,0.997474747
25188,"Botkins village, Ohio",39,7832,0,507,0
25189,"Norman Park city, Georgia",13,55860,0,384,0
25190,"Norristown CDP, Georgia",13,55944,0,33,0
25191,"North Atlanta CDP, Georgia",13,56000,17775,17775,1
25192,"North Druid Hills CDP, Georgia",13,56168,10781,10781,1
25193,"North High Shoals town, Georgia",13,56308,0,199,0
25194,"Norwood city, Georgia",13,56560,0,129,0
25195,"Nunez city, Georgia",13,56644,0,60,0
25196,"Oak Park town, Georgia",13,57232,0,239,0
25197,"Oakwood city, Georgia",13,57260,2122,2134,0.994376757
25198,"Ochlocknee town, Georgia",13,57372,0,296,0
25199,"Offerman city, Georgia",13,57568,0,189,0
25200,"Ocilla city, Georgia",13,57428,1191,1236,0.963592233
25201,"Oconee city, Georgia",13,57456,0,103,0
25202,"Odum city, Georgia",13,57540,0,218,0
25203,"Oglethorpe city, Georgia",13,57736,671,689,0.973875181
25204,"Oliver city, Georgia",13,58100,0,124,0
25205,"Omega city, Georgia",13,58184,0,451,0
25206,"Orchard Hill town, Georgia",13,58296,0,94,0
25207,"Oxford city, Georgia",13,58744,609,633,0.962085308
25208,"Palmetto city, Georgia",13,58884,1670,1904,0.87710084
25209,"Pavo city, Georgia",13,59556,0,298,0
25210,"Panthersville CDP, Georgia",13,59080,4614,4614,1
25211,"Parrott town, Georgia",13,59416,0,78,0
25212,"Patterson city, Georgia",13,59500,0,335,0
25213,"Payne city, Georgia",13,59584,106,106,1
25214,"Peachtree City city, Georgia",13,59724,13078,13538,0.966021569
25215,"Pearson city, Georgia",13,59808,0,837,0
25216,"Pelham city, Georgia",13,59976,1381,1586,0.87074401
25217,"Pembroke city, Georgia",13,60004,0,1006,0
25218,"Phillipsburg CDP, Georgia",13,60508,333,333,1
25219,"Pendergrass town, Georgia",13,60032,0,180,0
25220,"Perkins CDP, Georgia",13,60312,0,53,0
25221,"Perry city, Georgia",13,60340,5388,6083,0.885747164
25222,"Pinehurst city, Georgia",13,60984,0,163,0
25223,"Pitts city, Georgia",13,61544,0,146,0
25224,"Pine Lake city, Georgia",13,61040,427,427,1
25225,"Pine Mountain town, Georgia",13,61124,0,721,0
25226,"Davis Junction village, Illinois",17,18719,755,787,0.959339263
25227,"Dawson village, Illinois",17,18745,0,228,0
25228,"Dayton CDP, Illinois",17,18771,174,228,0.763157895
25229,"Decatur city, Illinois",17,18823,36037,36134,0.997315548
25230,"Deer Creek village, Illinois",17,18940,0,303,0
25231,"Deerfield village, Illinois",17,18992,6907,6907,1
25232,"Deer Grove village, Illinois",17,19031,0,22,0
25233,"Deer Park village, Illinois",17,19083,1140,1140,1
25234,"De Pue village, Illinois",17,19499,0,689,0
25235,"DeKalb city, Illinois",17,19161,16433,16436,0.999817474
25236,"De Land village, Illinois",17,19200,0,207,0
25237,"Delavan city, Illinois",17,19226,0,740,0
25238,"De Soto village, Illinois",17,19616,0,707,0
25239,"Des Plaines city, Illinois",17,19642,24075,24075,1
25240,"Detroit village, Illinois",17,19681,0,37,0
25241,"De Witt village, Illinois",17,19798,0,86,0
25242,"Diamond village, Illinois",17,19837,983,1004,0.979083665
25243,"Dieterich village, Illinois",17,19915,0,249,0
25244,"Dix village, Illinois",17,20123,0,264,0
25245,"Dixon city, Illinois",17,20162,6306,6310,0.999366086
25246,"Dixmoor village, Illinois",17,20149,1302,1302,1
25247,"Divernon village, Illinois",17,20045,0,538,0
25248,"Dolton village, Illinois",17,20292,8720,8720,1
25249,"Dongola village, Illinois",17,20305,0,337,0
25250,"Donnellson village, Illinois",17,20318,0,106,0
25251,"Donovan village, Illinois",17,20331,0,135,0
25252,"Dorchester village, Illinois",17,20370,0,62,0
25253,"Downs village, Illinois",17,20643,354,371,0.954177898
25254,"Dover village, Illinois",17,20526,0,72,0
25255,"Dowell village, Illinois",17,20565,0,200,0
25256,"Stockdale borough, Pennsylvania",42,74224,222,249,0.891566265
25257,"Stockertown borough, Pennsylvania",42,74232,362,362,1
25258,"Stoneboro borough, Pennsylvania",42,74288,0,533,0
25259,"Stormstown CDP, Pennsylvania",42,74544,0,819,0
25260,"Hallam borough, Pennsylvania",42,32056,1306,1308,0.998470948
25261,"Hamburg borough, Pennsylvania",42,32120,2019,2019,1
25262,"Stonerstown CDP, Pennsylvania",42,74360,0,185,0
25263,"Stonybrook CDP, Pennsylvania",42,74416,918,918,1
25264,"Stony Creek Mills CDP, Pennsylvania",42,74448,424,425,0.997647059
25265,"Stouchsburg CDP, Pennsylvania",42,74568,160,258,0.620155039
25266,"Stowe CDP, Pennsylvania",42,74660,1532,1532,1
25267,"Stoystown borough, Pennsylvania",42,74672,0,183,0
25268,"Strasburg borough, Pennsylvania",42,74712,1171,1171,1
25269,"Strattanville borough, Pennsylvania",42,74728,272,284,0.957746479
25270,"Strausstown borough, Pennsylvania",42,74744,0,149,0
25271,"Sturgeon CDP, Pennsylvania",42,74944,602,684,0.880116959
25272,"Strodes Mills CDP, Pennsylvania",42,74848,165,330,0.5
25273,"Strong CDP, Pennsylvania",42,74864,69,72,0.958333333
25274,"Stroudsburg borough, Pennsylvania",42,74888,2661,2661,1
25275,"Sugarcreek borough, Pennsylvania",42,75000,1340,2347,0.570941628
25276,"Sugar Grove borough, Pennsylvania",42,75024,0,245,0
25277,"Sugar Notch borough, Pennsylvania",42,75072,458,458,1
25278,"Summerhill borough, Pennsylvania",42,75136,0,233,0
25279,"Summerville borough, Pennsylvania",42,75168,0,257,0
25280,"Summit Hill borough, Pennsylvania",42,75248,1166,1458,0.799725652
25281,"Summit Station CDP, Pennsylvania",42,75272,0,92,0
25282,"Susquehanna Depot borough, Pennsylvania",42,75568,765,767,0.997392438
25283,"Sunbury city, Pennsylvania",42,75304,4864,4864,1
25284,"Sunrise Lake CDP, Pennsylvania",42,75381,602,666,0.903903904
25285,"Sun Valley CDP, Pennsylvania",42,75432,1028,1028,1
25286,"Susquehanna Trails CDP, Pennsylvania",42,75574,0,949,0
25287,"Sutersville borough, Pennsylvania",42,75584,283,283,1
25288,"Swarthmore borough, Pennsylvania",42,75648,2081,2081,1
25289,"Swartzville CDP, Pennsylvania",42,75664,872,890,0.979775281
25290,"Sweden Valley CDP, Pennsylvania",42,75728,0,109,0
25291,"Swissvale borough, Pennsylvania",42,75816,5072,5072,1
25292,"Swoyersville borough, Pennsylvania",42,75832,2429,2429,1
25293,"Tamaqua borough, Pennsylvania",42,76032,3304,3566,0.926528323
25294,"Sykesville borough, Pennsylvania",42,75888,0,584,0
25295,"Sylvania borough, Pennsylvania",42,75944,0,88,0
25296,"Table Rock CDP, Pennsylvania",42,75968,0,25,0
25297,"Tarentum borough, Pennsylvania",42,76104,2417,2417,1
25298,"Tatamy borough, Pennsylvania",42,76144,446,446,1
25299,"Taylor borough, Pennsylvania",42,76184,2740,2791,0.98172698
25300,"Taylorstown CDP, Pennsylvania",42,76232,0,88,0
25301,"Telford borough, Pennsylvania",42,76304,2128,2128,1
25302,"Temple CDP, Pennsylvania",42,76320,844,844,1
25303,"Templeton CDP, Pennsylvania",42,76336,0,148,0
25304,"Terre Hill borough, Pennsylvania",42,76400,505,505,1
25305,"Lowry town, South Dakota",46,39260,0,6,0
25306,"McIntosh city, South Dakota",46,39940,0,111,0
25307,"McLaughlin city, South Dakota",46,40020,0,270,0
25308,"Madison city, South Dakota",46,40220,2733,2848,0.959620787
25309,"Manderson-White Horse Creek CDP, South Dakota",46,40550,0,118,0
25310,"Mansfield CDP, South Dakota",46,40580,0,39,0
25311,"Marion city, South Dakota",46,40860,0,384,0
25312,"Martin city, South Dakota",46,41100,0,467,0
25313,"Marty CDP, South Dakota",46,41180,0,109,0
25314,"Mellette city, South Dakota",46,41860,0,100,0
25315,"Tharptown (Uniontown) CDP, Pennsylvania",42,76432,265,265,1
25316,"The Hideout CDP, Pennsylvania",42,76440,0,3306,0
25317,"Thompson borough, Pennsylvania",42,76496,0,163,0
25318,"Marvin town, South Dakota",46,41220,0,21,0
25319,"Muldraugh city, Kentucky",21,54480,539,539,1
25320,"Munfordville city, Kentucky",21,54570,0,806,0
25321,"Murray city, Kentucky",21,54642,8191,8310,0.985679904
25322,"Murray Hill city, Kentucky",21,54660,307,307,1
25323,"Nebo city, Kentucky",21,55092,0,93,0
25324,"New Castle city, Kentucky",21,55596,0,416,0
25325,"Nicholasville city, Kentucky",21,56136,11269,11405,0.988075406
25326,"New Haven city, Kentucky",21,55758,0,371,0
25327,"New Hope CDP, Kentucky",21,55794,0,62,0
25328,"Newport city, Kentucky",21,55884,7146,7146,1
25329,"Norbourne Estates city, Kentucky",21,56550,175,175,1
25330,"North Corbin CDP, Kentucky",21,56694,822,822,1
25331,"Northfield city, Kentucky",21,56730,426,426,1
25332,"North Middletown city, Kentucky",21,56820,0,272,0
25333,"Nortonville city, Kentucky",21,56910,528,552,0.956521739
25334,"Norwood city, Kentucky",21,56928,168,168,1
25335,"Old Brownsboro Place city, Kentucky",21,57658,152,152,1
25336,"Oakbrook CDP, Kentucky",21,57030,3583,3583,1
25337,"Oak Grove city, Kentucky",21,57090,2871,3343,0.858809453
25338,"Oakland city, Kentucky",21,57144,0,101,0
25339,"Olive Hill city, Kentucky",21,57918,0,794,0
25340,"Oneida CDP, Kentucky",21,58062,0,129,0
25341,"Onton CDP, Kentucky",21,58116,0,66,0
25342,"Orchard Grass Hills city, Kentucky",21,58200,526,526,1
25343,"Owensboro city, Kentucky",21,58620,26052,26072,0.999232894
25344,"Owenton city, Kentucky",21,58692,0,668,0
25345,"Paris city, Kentucky",21,59196,3971,4006,0.991263105
25346,"Owingsville city, Kentucky",21,58710,0,788,0
25347,"Paducah city, Kentucky",21,58836,12840,12851,0.999144035
25348,"Paintsville city, Kentucky",21,58962,1844,1844,1
25349,"Park City city, Kentucky",21,59232,0,257,0
25350,"Park Hills city, Kentucky",21,59255,1470,1470,1
25351,"Parkway Village city, Kentucky",21,59322,313,313,1
25352,"Pathfork CDP, Kentucky",21,59466,0,178,0
25353,"Payne Gap CDP, Kentucky",21,59592,0,163,0
25354,"Pembroke city, Kentucky",21,59934,0,378,0
25355,"Perryville city, Kentucky",21,60258,0,362,0
25356,"Pikeville city, Kentucky",21,60852,2278,3219,0.70767319
25357,"Phelps CDP, Kentucky",21,60600,0,465,0
25358,"Petersburg CDP, Kentucky",21,60312,0,247,0
25359,"Pewee Valley city, Kentucky",21,60492,538,538,1
25360,"Pine Knot CDP, Kentucky",21,61122,0,628,0
25361,"Pineville city, Kentucky",21,61248,0,767,0
25362,"Cobb Island CDP, Maryland",24,18200,0,674,0
25363,"Cockeysville CDP, Maryland",24,18250,10063,10071,0.99920564
25364,"Colesville CDP, Maryland",24,18475,5023,5023,1
25365,"College Park city, Maryland",24,18750,8212,8212,1
25366,"Colmar Manor town, Maryland",24,18850,415,415,1
25367,"Columbia CDP, Maryland",24,19125,41238,41239,0.999975751
25368,"Croom CDP, Maryland",24,20925,5,1028,0.004863813
25369,"Coral Hills CDP, Maryland",24,19825,4217,4217,1
25370,"Cordova CDP, Maryland",24,19900,0,237,0
25371,"Corriganville CDP, Maryland",24,19975,191,204,0.93627451
25372,"Cearfoss CDP, Maryland",24,14300,0,76,0
25373,"Chesapeake Beach town, Maryland",24,15925,2354,2354,1
25374,"Cottage City town, Maryland",24,20050,500,500,1
25375,"Crellin CDP, Maryland",24,20500,0,98,0
25376,"Cresaptown CDP, Maryland",24,20525,992,1351,0.73427091
25377,"Crisfield city, Maryland",24,20775,1468,1531,0.958850425
25378,"Crofton CDP, Maryland",24,20875,10525,10525,1
25379,"Crownsville CDP, Maryland",24,21075,299,655,0.45648855
25380,"Cumberland city, Maryland",24,21325,10898,10914,0.998533993
25381,"Dargan CDP, Maryland",24,21750,0,82,0
25382,"Damascus CDP, Maryland",24,21475,4767,5172,0.921693735
25383,"Dames Quarter CDP, Maryland",24,21550,0,124,0
25384,"Danville CDP, Maryland",24,21675,0,130,0
25385,"Darlington CDP, Maryland",24,21800,0,193,0
25386,"Boston CDP, Virginia",51,8675,0,229,0
25387,"Boswell's Corner CDP, Virginia",51,8708,522,522,1
25388,"Bowling Green town, Virginia",51,8888,0,482,0
25389,"Boyce town, Virginia",51,8984,0,252,0
25390,"Boydton town, Virginia",51,9016,0,159,0
25391,"Boykins town, Virginia",51,9032,0,270,0
25392,"Bracey CDP, Virginia",51,9064,0,2072,0
25393,"Brambleton CDP, Virginia",51,9188,3245,3265,0.993874426
25394,"Helena Valley Northeast CDP, Montana",30,35628,182,1242,0.146537842
25395,"Helena Valley Southeast CDP, Montana",30,35634,2854,3157,0.904022806
25396,"Helena Valley West Central CDP, Montana",30,35637,2182,3140,0.694904459
25397,"Helena West Side CDP, Montana",30,35640,574,781,0.734955186
25398,"Heron CDP, Montana",30,35875,0,125,0
25399,"Herron CDP, Montana",30,35912,0,47,0
25400,"Highwood CDP, Montana",30,36250,0,73,0
25401,"Hingham town, Montana",30,36400,0,83,0
25402,"Hysham town, Montana",30,38350,0,175,0
25403,"Hinsdale CDP, Montana",30,36475,0,130,0
25404,"Hobson city, Montana",30,36700,0,123,0
25405,"Hot Springs town, Montana",30,37825,0,392,0
25406,"Hungry Horse CDP, Montana",30,38125,0,637,0
25407,"Huntley CDP, Montana",30,38200,0,205,0
25408,"Huson CDP, Montana",30,38275,0,87,0
25409,"Indian Springs CDP, Montana",30,38480,0,29,0
25410,"Inverness CDP, Montana",30,38725,0,39,0
25411,"Ismay town, Montana",30,38950,0,13,0
25412,"Jardine CDP, Montana",30,39175,0,32,0
25413,"Joplin CDP, Montana",30,39775,0,100,0
25414,"Jefferson City CDP, Montana",30,39400,0,220,0
25415,"Jette CDP, Montana",30,39627,104,163,0.63803681
25416,"Joliet town, Montana",30,39700,0,285,0
25417,"Jordan town, Montana",30,39925,0,206,0
25418,"Judith Gap city, Montana",30,40000,0,83,0
25419,"Kalispell city, Montana",30,40075,9352,9379,0.997121228
25420,"Kerr CDP, Montana",30,40355,2,107,0.018691589
25421,"Kevin town, Montana",30,40525,0,90,0
25422,"Kicking Horse CDP, Montana",30,40580,0,29,0
25423,"Klein CDP, Montana",30,41050,0,107,0
25424,"Kila CDP, Montana",30,40675,0,181,0
25425,"King Arthur Park CDP, Montana",30,40685,340,353,0.963172805
25426,"Kings Point CDP, Montana",30,40725,0,385,0
25427,"Knife River CDP, Montana",30,41087,0,153,0
25428,"Kremlin CDP, Montana",30,41725,0,50,0
25429,"Lake Mary Ronan CDP, Montana",30,41910,0,168,0
25430,"Lakeside CDP, Montana",30,41950,0,1688,0
25431,"Lame Deer CDP, Montana",30,42250,0,613,0
25432,"Laurel city, Montana",30,42700,2943,2943,1
25433,"Lavina town, Montana",30,42850,0,91,0
25434,"Lima town, Montana",30,43525,0,173,0
25435,"Lewistown city, Montana",30,43375,2994,3007,0.995676754
25436,"Lewistown Heights CDP, Montana",30,43400,91,176,0.517045455
25437,"Libby city, Montana",30,43450,1362,1416,0.961864407
25438,"Lincoln CDP, Montana",30,43675,0,846,0
25439,"Lindisfarne CDP, Montana",30,43710,0,504,0
25440,"Little Bitterroot Lake CDP, Montana",30,43830,0,291,0
25441,"Little Browning CDP, Montana",30,43835,0,69,0
25442,"Livingston city, Montana",30,43975,3769,3779,0.997353797
25443,"Lockwood CDP, Montana",30,44200,2479,2651,0.935118823
25444,"Lodge Grass town, Montana",30,44275,0,133,0
25445,"Zephyr Cove CDP, Nevada",32,86200,0,663,0
25446,"Amherst CDP, New Hampshire",33,1220,234,254,0.921259843
25447,"Antrim CDP, New Hampshire",33,1620,0,607,0
25448,"Bennington CDP, New Hampshire",33,4820,0,154,0
25449,"Berlin city, New Hampshire",33,5140,4346,4910,0.885132383
25450,"Blodgett Landing CDP, New Hampshire",33,6020,0,159,0
25451,"Alton CDP, New Hampshire",33,980,0,270,0
25452,"Belmont CDP, New Hampshire",33,4660,0,570,0
25453,"Ashland CDP, New Hampshire",33,1940,0,685,0
25454,"Bartlett CDP, New Hampshire",33,3620,0,229,0
25455,"Bethlehem CDP, New Hampshire",33,5380,0,531,0
25456,"Bradford CDP, New Hampshire",33,6900,0,174,0
25457,"Bristol CDP, New Hampshire",33,7620,0,1027,0
25458,"Charlestown CDP, New Hampshire",33,11300,503,503,1
25459,"Canaan CDP, New Hampshire",33,8900,0,248,0
25460,"Center Ossipee CDP, New Hampshire",33,10820,0,256,0
25461,"Alamo CDP, California",6,618,5335,5378,0.992004463
25462,"Alderpoint CDP, California",6,786,0,93,0
25463,"Aliso Viejo city, California",6,947,18867,18867,1
25464,"Alleghany CDP, California",6,982,0,40,0
25465,"Alpaugh CDP, California",6,1164,0,243,0
25466,"Alpine CDP, California",6,1192,4707,5536,0.85025289
25467,"Alta CDP, California",6,1276,0,314,0
25468,"Alturas city, California",6,1444,1373,1407,0.97583511
25469,"Alum Rock CDP, California",6,1458,3863,3863,1
25470,"Amador City city, California",6,1514,0,108,0
25471,"Antioch city, California",6,2252,34749,34849,0.997130477
25472,"Anaheim city, California",6,2000,104234,104237,0.999971219
25473,"Angels city, California",6,2112,1845,1943,0.949562532
25474,"Antelope CDP, California",6,2210,14847,14847,1
25475,"Anza CDP, California",6,2294,0,1508,0
25476,"Apple Valley town, California",6,2364,25436,26117,0.97392503
25477,"Aromas CDP, California",6,2812,0,923,0
25478,"Arcadia city, California",6,2462,20686,20686,1
25479,"Arden-Arcade CDP, California",6,2553,44813,44813,1
25480,"Armona CDP, California",6,2700,1168,1202,0.97171381
25481,"Arroyo Grande city, California",6,2868,7628,7628,1
25482,"Artesia city, California",6,2896,4697,4697,1
25483,"Artois CDP, California",6,2910,0,113,0
25484,"Atherton town, California",6,3092,2525,2530,0.998023715
25485,"Arvin city, California",6,2924,4447,4476,0.993521001
25486,"Aspen Springs CDP, California",6,3026,0,36,0
25487,"Atascadero city, California",6,3064,10247,11505,0.890656236
25488,"Auberry CDP, California",6,3190,0,949,0
25489,"Auburn city, California",6,3204,6093,6139,0.992506923
25490,"Auburn Lake Trails CDP, California",6,3205,0,1486,0
25491,"August CDP, California",6,3209,2560,2560,1
25492,"Avalon city, California",6,3274,2241,2266,0.988967343
25493,"Bakersfield city, California",6,3526,119959,120725,0.993655001
25494,"Avilla Beach CDP, California",6,3330,824,1093,0.753888381
25495,"Avocado Heights CDP, California",6,3344,3922,3922,1
25496,"Azusa city, California",6,3386,13352,13386,0.997460033
25497,"Baldwin Park city, California",6,3666,17736,17736,1
25498,"Ballico CDP, California",6,3708,0,132,0
25499,"Banning city, California",6,3820,11929,12144,0.982295784
25500,"Bayview CDP (Contra Costa County), California",6,4470,591,591,1
